source,target,source_label,type,target_label
CL:1000296,CL:1001320,epithelial cell of urethra,is a,urethra cell
CL:1000296,CL:0002371,epithelial cell of urethra,is a,somatic cell
CL:1000298,CL:0000077,mesothelial cell of dura mater,is a,mesothelial cell
CL:1000298,CL:0002319,mesothelial cell of dura mater,is a,neural cell
CL:1000299,CL:0000057,fibroblast of connective tissue of prostate,is a,fibroblast
CL:1000300,CL:0000057,fibroblast of outer membrane of prostatic capsule,is a,fibroblast
CL:1000301,CL:0000057,fibroblast of subepithelial connective tissue of prostatic gland,is a,fibroblast
CL:1000302,CL:0002551,fibroblast of papillary layer of dermis,is a,fibroblast of dermis
CL:1000303,CL:0000057,fibroblast of areolar connective tissue,is a,fibroblast
CL:1000304,CL:0000057,fibroblast of connective tissue of nonglandular part of prostate,is a,fibroblast
CL:1000305,CL:0000057,fibroblast of connective tissue of glandular part of prostate,is a,fibroblast
CL:1000306,CL:0000057,fibroblast of tunica adventitia of artery,is a,fibroblast
CL:1000306,CL:0002503,fibroblast of tunica adventitia of artery,is a,adventitial cell
CL:1000307,CL:0000057,fibroblast of dense regular elastic tissue,is a,fibroblast
CL:1000308,CL:0000135,fibrocyte of adventitia of ureter,is a,fibrocyte
CL:1000308,CL:1000708,fibrocyte of adventitia of ureter,is a,ureter adventitial cell
CL:1000309,CL:0000136,epicardial adipocyte,is a,fat cell
CL:1000309,CL:0002494,epicardial adipocyte,is a,cardiocyte
CL:1000310,CL:1000309,adipocyte of epicardial fat of right ventricle,is a,epicardial adipocyte
CL:1000311,CL:1000309,adipocyte of epicardial fat of left ventricle,is a,epicardial adipocyte
CL:1000312,CL:0019003,bronchial goblet cell,is a,tracheobronchial goblet cell
CL:1000312,CL:0002328,bronchial goblet cell,is a,bronchial epithelial cell
CL:1000313,CL:0000160,gastric goblet cell,is a,goblet cell
CL:1000313,CL:0002180,gastric goblet cell,is a,mucous cell of stomach
CL:1000314,CL:0000152,gastric cardiac gland goblet cell,is a,exocrine cell
CL:1000314,CL:1000313,gastric cardiac gland goblet cell,is a,gastric goblet cell
CL:1000315,CL:0000152,principal gastric gland goblet cell,is a,exocrine cell
CL:1000315,CL:1000313,principal gastric gland goblet cell,is a,gastric goblet cell
CL:1000317,CL:1000495,intestinal villus goblet cell,is a,small intestine goblet cell
CL:1000320,CL:0002658,large intestine goblet cell,is a,glandular cell of the large intestine
CL:1000320,CL:0019031,large intestine goblet cell,is a,intestine goblet cell
CL:1000321,CL:1000320,large intestine crypt goblet cell,is a,large intestine goblet cell
CL:1000322,CL:0000069,pancreatic goblet cell,is a,branched duct epithelial cell
CL:1000322,CL:0000160,pancreatic goblet cell,is a,goblet cell
CL:1000322,CL:1001599,pancreatic goblet cell,is a,pancreas exocrine glandular cell
CL:1000323,CL:0000152,pyloric gastric gland goblet cell,is a,exocrine cell
CL:1000323,CL:1000313,pyloric gastric gland goblet cell,is a,gastric goblet cell
CL:1000324,CL:1001589,duodenal goblet cell,is a,duodenum glandular cell
CL:1000324,CL:1000317,duodenal goblet cell,is a,intestinal villus goblet cell
CL:1000325,CL:1000317,jejunal goblet cell,is a,intestinal villus goblet cell
CL:1000326,CL:1000317,ileal goblet cell,is a,intestinal villus goblet cell
CL:1000327,CL:1001585,appendix goblet cell,is a,appendix glandular cell
CL:1000327,CL:1000320,appendix goblet cell,is a,large intestine goblet cell
CL:1000329,CL:0000307,tracheal goblet cell,is a,tracheal epithelial cell
CL:1000329,CL:0019003,tracheal goblet cell,is a,tracheobronchial goblet cell
CL:1000330,CL:0019001,serous cell of epithelium of trachea,is a,tracheobronchial serous cell
CL:1000331,CL:0019001,serous cell of epithelium of bronchus,is a,tracheobronchial serous cell
CL:1000332,CL:0019001,serous cell of epithelium of terminal bronchiole,is a,tracheobronchial serous cell
CL:1000332,CL:1000272,serous cell of epithelium of terminal bronchiole,is a,lung secretory cell
CL:1000333,CL:0019001,serous cell of epithelium of lobular bronchiole,is a,tracheobronchial serous cell
CL:1000333,CL:1000272,serous cell of epithelium of lobular bronchiole,is a,lung secretory cell
CL:1000334,CL:0000584,enterocyte of epithelium of small intestine,is a,enterocyte
CL:1000334,CL:0002254,enterocyte of epithelium of small intestine,is a,epithelial cell of small intestine
CL:1000335,CL:1000334,enterocyte of epithelium of intestinal villus,is a,enterocyte of epithelium of small intestine
CL:1000337,CL:0000584,enterocyte of epithelium of duodenal gland,is a,enterocyte
CL:1000337,CL:0002254,enterocyte of epithelium of duodenal gland,is a,epithelial cell of small intestine
CL:1000338,CL:1000334,enterocyte of epithelium of crypt of Lieberkuhn of small intestine,is a,enterocyte of epithelium of small intestine
CL:1000339,CL:1000334,enterocyte of epithelium proper of small intestine,is a,enterocyte of epithelium of small intestine
CL:1000340,CL:1000339,enterocyte of epithelium proper of duodenum,is a,enterocyte of epithelium proper of small intestine
CL:1000341,CL:1000339,enterocyte of epithelium proper of jejunum,is a,enterocyte of epithelium proper of small intestine
CL:1000342,CL:1000339,enterocyte of epithelium proper of ileum,is a,enterocyte of epithelium proper of small intestine
CL:1000343,CL:1001598,paneth cell of epithelium of small intestine,is a,small intestine glandular cell
CL:1000343,CL:0000510,paneth cell of epithelium of small intestine,is a,paneth cell
CL:1000344,CL:1000343,paneth cell of epithelium proper of small intestine,is a,paneth cell of epithelium of small intestine
CL:1000345,CL:1000343,paneth cell of epithelium of crypt of Lieberkuhn of small intestine,is a,paneth cell of epithelium of small intestine
CL:1000346,CL:0002071,enterocyte of epithelium proper of large intestine,is a,enterocyte of epithelium of large intestine
CL:1000347,CL:0011108,enterocyte of colon,is a,colon epithelial cell
CL:1000347,CL:0002071,enterocyte of colon,is a,enterocyte of epithelium of large intestine
CL:1000348,CL:0000307,basal cell of epithelium of trachea,is a,tracheal epithelial cell
CL:1000348,CL:0002633,basal cell of epithelium of trachea,is a,respiratory basal cell
CL:1000349,CL:0002633,basal cell of epithelium of bronchus,is a,respiratory basal cell
CL:1000349,CL:0002328,basal cell of epithelium of bronchus,is a,bronchial epithelial cell
CL:1000349,CL:0002329,basal cell of epithelium of bronchus,is a,basal epithelial cell of tracheobronchial tree
CL:1000350,CL:0000082,basal cell of epithelium of terminal bronchiole,is a,epithelial cell of lung
CL:1000350,CL:0002633,basal cell of epithelium of terminal bronchiole,is a,respiratory basal cell
CL:1000350,CL:0002202,basal cell of epithelium of terminal bronchiole,is a,epithelial cell of tracheobronchial tree
CL:1000351,CL:0000082,basal cell of epithelium of respiratory bronchiole,is a,epithelial cell of lung
CL:1000351,CL:0002633,basal cell of epithelium of respiratory bronchiole,is a,respiratory basal cell
CL:1000351,CL:0002202,basal cell of epithelium of respiratory bronchiole,is a,epithelial cell of tracheobronchial tree
CL:1000352,CL:0000082,basal cell of epithelium of lobular bronchiole,is a,epithelial cell of lung
CL:1000352,CL:0002633,basal cell of epithelium of lobular bronchiole,is a,respiratory basal cell
CL:1000352,CL:0002202,basal cell of epithelium of lobular bronchiole,is a,epithelial cell of tracheobronchial tree
CL:1000353,CL:0000682,microfold cell of epithelium of small intestine,is a,M cell of gut
CL:1000353,CL:0002254,microfold cell of epithelium of small intestine,is a,epithelial cell of small intestine
CL:1000354,CL:1000353,microfold cell of epithelium of intestinal villus,is a,microfold cell of epithelium of small intestine
CL:1000355,CL:1000353,microfold cell of epithelium proper of small intestine,is a,microfold cell of epithelium of small intestine
CL:1000356,CL:1000354,microfold cell of epithelium proper of duodenum,is a,microfold cell of epithelium of intestinal villus
CL:1000357,CL:1000353,microfold cell of epithelium proper of jejunum,is a,microfold cell of epithelium of small intestine
CL:1000358,CL:1000353,microfold cell of epithelium proper of ileum,is a,microfold cell of epithelium of small intestine
CL:1000359,CL:1000360,microfold cell of epithelium proper of appendix,is a,microfold cell of epithelium proper of large intestine
CL:1000359,CL:1000405,microfold cell of epithelium proper of appendix,is a,epithelial cell of appendix
CL:1000360,CL:0000682,microfold cell of epithelium proper of large intestine,is a,M cell of gut
CL:1000360,CL:0002253,microfold cell of epithelium proper of large intestine,is a,epithelial cell of large intestine
CL:1000361,CL:2000022,transitional myocyte of interatrial septum,is a,cardiac septum cell
CL:1000361,CL:0002073,transitional myocyte of interatrial septum,is a,transitional myocyte
CL:1000362,CL:2000022,transitional myocyte of interventricular septum,is a,cardiac septum cell
CL:1000362,CL:0002073,transitional myocyte of interventricular septum,is a,transitional myocyte
CL:1000363,CL:1000480,transitional myocyte of atrial branch of anterior internodal tract,is a,transitional myocyte of internodal tract
CL:1000364,CL:1000480,transitional myocyte of anterior internodal tract,is a,transitional myocyte of internodal tract
CL:1000365,CL:1000480,transitional myocyte of atrial septal branch of anterior internodal tract,is a,transitional myocyte of internodal tract
CL:1000366,CL:1000480,transitional myocyte of middle internodal tract,is a,transitional myocyte of internodal tract
CL:1000367,CL:1000480,transitional myocyte of posterior internodal tract,is a,transitional myocyte of internodal tract
CL:1000368,CL:1000370,transitional myocyte of anterior division of left branch of atrioventricular bundle,is a,transitional myocyte of left branch of atrioventricular bundle
CL:1000369,CL:1000370,transitional myocyte of septal division of left branch of atrioventricular bundle,is a,transitional myocyte of left branch of atrioventricular bundle
CL:1000370,CL:1000481,transitional myocyte of left branch of atrioventricular bundle,is a,transitional myocyte of atrioventricular bundle
CL:1000371,CL:1000481,transitional myocyte of right branch of atrioventricular bundle,is a,transitional myocyte of atrioventricular bundle
CL:1000372,CL:1000481,transitional myocyte of atrial part of atrioventricular bundle,is a,transitional myocyte of atrioventricular bundle
CL:1000373,CL:1000481,transitional myocyte of ventricular part of atrioventricular bundle,is a,transitional myocyte of atrioventricular bundle
CL:1000374,CL:1000370,transitional myocyte of posterior division of left branch of atrioventricular bundle,is a,transitional myocyte of left branch of atrioventricular bundle
CL:1000375,CL:2000046,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,is a,ventricular cardiac muscle cell
CL:1000375,CL:0008009,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,is a,transversely striated visceral muscle cell
CL:1000375,CL:0010005,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,is a,atrioventricular bundle cell
CL:1000375,CL:0002074,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,is a,myocardial endocrine cell
CL:1000376,CL:2000022,Purkinje myocyte of interventricular septum,is a,cardiac septum cell
CL:1000376,CL:0002068,Purkinje myocyte of interventricular septum,is a,Purkinje myocyte
CL:1000377,CL:0000307,dense-core granulated cell of epithelium of trachea,is a,tracheal epithelial cell
CL:1000377,CL:0002066,dense-core granulated cell of epithelium of trachea,is a,Feyrter cell
CL:1000378,CL:0002070,type 1 vestibular sensory cell of stato-acoustic epithelium,is a,type I vestibular sensory cell
CL:1000379,CL:0002070,type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,is a,type I vestibular sensory cell
CL:1000380,CL:0002070,type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,is a,type I vestibular sensory cell
CL:1000381,CL:0002070,type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,is a,type I vestibular sensory cell
CL:1000382,CL:0002069,type 2 vestibular sensory cell of stato-acoustic epithelium,is a,type II vestibular sensory cell
CL:1000383,CL:0002069,type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,is a,type II vestibular sensory cell
CL:1000384,CL:0002069,type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,is a,type II vestibular sensory cell
CL:1000385,CL:0002069,type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,is a,type II vestibular sensory cell
CL:1000391,CL:0000148,melanocyte of eyelid,is a,melanocyte
CL:1000394,CL:0000185,myoepithelial cell of intralobular lactiferous duct,is a,myoepithelial cell
CL:1000397,CL:2000053,endothelial cell of venous sinus of red pulp of spleen,is a,splenic endothelial cell
CL:1000397,CL:0002651,endothelial cell of venous sinus of red pulp of spleen,is a,endothelial cell of venous sinus of spleen
CL:1000398,CL:0002262,endothelial cell of hepatic sinusoid,is a,endothelial cell of sinusoid
CL:1000405,CL:0002253,epithelial cell of appendix,is a,epithelial cell of large intestine
CL:1000409,CL:0008009,myocyte of sinoatrial node,is a,transversely striated visceral muscle cell
CL:1000409,CL:0002072,myocyte of sinoatrial node,is a,nodal myocyte
CL:1000410,CL:2000022,myocyte of atrioventricular node,is a,cardiac septum cell
CL:1000410,CL:0008009,myocyte of atrioventricular node,is a,transversely striated visceral muscle cell
CL:1000410,CL:0002072,myocyte of atrioventricular node,is a,nodal myocyte
CL:1000411,CL:0000115,endothelial cell of Peyer's patch,is a,endothelial cell
CL:1000411,CL:0002254,endothelial cell of Peyer's patch,is a,epithelial cell of small intestine
CL:1000412,CL:0000071,endothelial cell of arteriole,is a,blood vessel endothelial cell
CL:1000413,CL:0000071,endothelial cell of artery,is a,blood vessel endothelial cell
CL:1000414,CL:0002139,endothelial cell of venule,is a,endothelial cell of vascular tree
CL:1000415,CL:0000066,epithelial cell of gallbladder,is a,epithelial cell
CL:1000415,CL:0002371,epithelial cell of gallbladder,is a,somatic cell
CL:1000417,CL:0000185,myoepithelial cell of sweat gland,is a,myoepithelial cell
CL:1000417,CL:1000448,myoepithelial cell of sweat gland,is a,epithelial cell of sweat gland
CL:1000418,CL:0002324,myoepithelial cell of lactiferous alveolus,is a,myoepithelial cell of mammary gland
CL:1000419,CL:0000068,myoepithelial cell of lactiferous duct,is a,duct epithelial cell
CL:1000419,CL:0002324,myoepithelial cell of lactiferous duct,is a,myoepithelial cell of mammary gland
CL:1000420,CL:0000185,myoepithelial cell of terminal lactiferous duct,is a,myoepithelial cell
CL:1000424,CL:1000425,chromaffin cell of paraaortic body,is a,chromaffin cell of paraganglion
CL:1000425,CL:0000166,chromaffin cell of paraganglion,is a,chromaffin cell
CL:1000426,CL:0000150,chromaffin cell of adrenal gland,is a,glandular epithelial cell
CL:1000426,CL:0000166,chromaffin cell of adrenal gland,is a,chromaffin cell
CL:1000427,CL:1001601,adrenal cortex chromaffin cell,is a,adrenal gland glandular cell
CL:1000427,CL:1000426,adrenal cortex chromaffin cell,is a,chromaffin cell of adrenal gland
CL:1000428,CL:0000723,stem cell of epidermis,is a,somatic stem cell
CL:1000432,CL:0000066,conjunctival epithelial cell,is a,epithelial cell
CL:1000432,CL:0002371,conjunctival epithelial cell,is a,somatic cell
CL:1000433,CL:0000066,epithelial cell of lacrimal canaliculus,is a,epithelial cell
CL:1000433,CL:0002371,epithelial cell of lacrimal canaliculus,is a,somatic cell
CL:1000434,CL:0000066,epithelial cell of external acoustic meatus,is a,epithelial cell
CL:1000434,CL:0002371,epithelial cell of external acoustic meatus,is a,somatic cell
CL:1000435,CL:0000072,epithelial cell of lacrimal duct,is a,non-branched duct epithelial cell
CL:1000436,CL:0000068,epithelial cell of lacrimal sac,is a,duct epithelial cell
CL:1000437,CL:1000435,epithelial cell of nasolacrimal duct,is a,epithelial cell of lacrimal duct
CL:1000438,CL:0002634,epithelial cell of wall of inferior part of anal canal,is a,epithelial cell of anal column
CL:1000441,CL:0000066,epithelial cell of viscerocranial mucosa,is a,epithelial cell
CL:1000441,CL:0002371,epithelial cell of viscerocranial mucosa,is a,somatic cell
CL:1000442,CL:1001428,urothelial cell of trigone of urinary bladder,is a,bladder urothelial cell
CL:1000443,CL:0000192,ciliary muscle cell,is a,smooth muscle cell
CL:1000444,CL:0000077,mesothelial cell of anterior chamber of eye,is a,mesothelial cell
CL:1000445,CL:0000185,myoepithelial cell of dilator pupillae,is a,myoepithelial cell
CL:1000447,CL:0000646,epithelial cell of stratum germinativum of esophagus,is a,basal cell
CL:1000448,CL:0000362,epithelial cell of sweat gland,is a,epidermal cell
CL:1000448,CL:0002308,epithelial cell of sweat gland,is a,epithelial cell of skin gland
CL:1000449,CL:0002518,epithelial cell of nephron,is a,kidney epithelial cell
CL:1000450,CL:1000510,epithelial cell of glomerular capsule,is a,kidney glomerular epithelial cell
CL:1000452,CL:1000450,parietal epithelial cell,is a,epithelial cell of glomerular capsule
CL:1000453,CL:1000909,epithelial cell of intermediate tubule,is a,kidney loop of Henle epithelial cell
CL:1000454,CL:0000072,kidney collecting duct epithelial cell,is a,non-branched duct epithelial cell
CL:1000454,CL:1001225,kidney collecting duct epithelial cell,is a,kidney collecting duct cell
CL:1000454,CL:1000449,kidney collecting duct epithelial cell,is a,epithelial cell of nephron
CL:1000456,CL:1000490,mesothelial cell of parietal peritoneum,is a,mesothelial cell of peritoneum
CL:1000457,CL:1000490,mesothelial cell of visceral peritoneum,is a,mesothelial cell of peritoneum
CL:1000458,CL:0000148,melanocyte of skin,is a,melanocyte
CL:1000465,CL:0000166,chromaffin cell of ovary,is a,chromaffin cell
CL:1000465,CL:2000064,chromaffin cell of ovary,is a,ovarian surface epithelial cell
CL:1000466,CL:1000465,chromaffin cell of right ovary,is a,chromaffin cell of ovary
CL:1000467,CL:1000465,chromaffin cell of left ovary,is a,chromaffin cell of ovary
CL:1000468,CL:0002324,myoepithelial cell of acinus of lactiferous gland,is a,myoepithelial cell of mammary gland
CL:1000469,CL:0000185,myoepithelial cell of main lactiferous duct,is a,myoepithelial cell
CL:1000470,CL:0000185,myoepithelial cell of primary lactiferous duct,is a,myoepithelial cell
CL:1000471,CL:0000185,myoepithelial cell of secondary lactiferous duct,is a,myoepithelial cell
CL:1000472,CL:0000185,myoepithelial cell of tertiary lactiferous duct,is a,myoepithelial cell
CL:1000473,CL:0000185,myoepithelial cell of quarternary lactiferous duct,is a,myoepithelial cell
CL:1000477,CL:1000409,cardiac pacemaker cell of sinoatrial node,is a,myocyte of sinoatrial node
CL:1000478,CL:0002073,transitional myocyte of sinoatrial node,is a,transitional myocyte
CL:1000478,CL:1000409,transitional myocyte of sinoatrial node,is a,myocyte of sinoatrial node
CL:1000479,CL:0002068,Purkinje myocyte of atrioventricular node,is a,Purkinje myocyte
CL:1000479,CL:1000410,Purkinje myocyte of atrioventricular node,is a,myocyte of atrioventricular node
CL:1000480,CL:0002073,transitional myocyte of internodal tract,is a,transitional myocyte
CL:1000480,CL:0002096,transitional myocyte of internodal tract,is a,internodal tract myocyte
CL:1000481,CL:2000046,transitional myocyte of atrioventricular bundle,is a,ventricular cardiac muscle cell
CL:1000481,CL:0008009,transitional myocyte of atrioventricular bundle,is a,transversely striated visceral muscle cell
CL:1000481,CL:0010005,transitional myocyte of atrioventricular bundle,is a,atrioventricular bundle cell
CL:1000481,CL:0002073,transitional myocyte of atrioventricular bundle,is a,transitional myocyte
CL:1000482,CL:2000022,myocardial endocrine cell of interventricular septum,is a,cardiac septum cell
CL:1000482,CL:0002074,myocardial endocrine cell of interventricular septum,is a,myocardial endocrine cell
CL:1000483,CL:0002068,Purkinje myocyte of internodal tract,is a,Purkinje myocyte
CL:1000483,CL:0002096,Purkinje myocyte of internodal tract,is a,internodal tract myocyte
CL:1000484,CL:2000046,Purkinje myocyte of atrioventricular bundle,is a,ventricular cardiac muscle cell
CL:1000484,CL:0008009,Purkinje myocyte of atrioventricular bundle,is a,transversely striated visceral muscle cell
CL:1000484,CL:0010005,Purkinje myocyte of atrioventricular bundle,is a,atrioventricular bundle cell
CL:1000484,CL:0002068,Purkinje myocyte of atrioventricular bundle,is a,Purkinje myocyte
CL:1000486,CL:0000646,basal cell of urothelium,is a,basal cell
CL:1000486,CL:0000731,basal cell of urothelium,is a,urothelial cell
CL:1000487,CL:0000192,smooth muscle cell of prostate,is a,smooth muscle cell
CL:1000488,CL:0000069,cholangiocyte,is a,branched duct epithelial cell
CL:1000489,CL:0000432,reticular cell of splenic cord,is a,reticular cell
CL:1000489,CL:2000051,reticular cell of splenic cord,is a,splenic fibroblast
CL:1000490,CL:0000077,mesothelial cell of peritoneum,is a,mesothelial cell
CL:1000491,CL:0000077,mesothelial cell of pleura,is a,mesothelial cell
CL:1000492,CL:1000491,mesothelial cell of parietal pleura,is a,mesothelial cell of pleura
CL:1000493,CL:0000082,mesothelial cell of visceral pleura,is a,epithelial cell of lung
CL:1000493,CL:1000491,mesothelial cell of visceral pleura,is a,mesothelial cell of pleura
CL:1000494,CL:1000449,nephron tubule epithelial cell,is a,epithelial cell of nephron
CL:1000494,CL:1000507,nephron tubule epithelial cell,is a,kidney tubule cell
CL:1000495,CL:1001598,small intestine goblet cell,is a,small intestine glandular cell
CL:1000495,CL:0019031,small intestine goblet cell,is a,intestine goblet cell
CL:1000497,CL:0002371,kidney cell,is a,somatic cell
CL:1000500,CL:4030031,kidney interstitial cell,is a,interstitial cell
CL:1000500,CL:1000497,kidney interstitial cell,is a,kidney cell
CL:1000504,CL:1000497,kidney medulla cell,is a,kidney cell
CL:1000505,CL:1000497,kidney pelvis cell,is a,kidney cell
CL:1000507,CL:1000497,kidney tubule cell,is a,kidney cell
CL:1000510,CL:1000746,kidney glomerular epithelial cell,is a,glomerular cell
CL:1000546,CL:1001225,kidney medulla collecting duct epithelial cell,is a,kidney collecting duct cell
CL:1000546,CL:1000504,kidney medulla collecting duct epithelial cell,is a,kidney medulla cell
CL:1000547,CL:1001225,kidney inner medulla collecting duct epithelial cell,is a,kidney collecting duct cell
CL:1000547,CL:1000617,kidney inner medulla collecting duct epithelial cell,is a,kidney inner medulla cell
CL:1000548,CL:1001225,kidney outer medulla collecting duct epithelial cell,is a,kidney collecting duct cell
CL:1000548,CL:1000616,kidney outer medulla collecting duct epithelial cell,is a,kidney outer medulla cell
CL:1000549,CL:1001225,kidney cortex collecting duct epithelial cell,is a,kidney collecting duct cell
CL:1000549,CL:0002681,kidney cortex collecting duct epithelial cell,is a,kidney cortical cell
CL:1000550,CL:1001225,kidney papillary duct principal epithelial cell,is a,kidney collecting duct cell
CL:1000596,CL:0002681,inner renal cortex cell,is a,kidney cortical cell
CL:1000597,CL:1000505,papillary tips cell,is a,kidney pelvis cell
CL:1000597,CL:1000617,papillary tips cell,is a,kidney inner medulla cell
CL:1000600,CL:0000548,lower urinary tract cell,is a,animal cell
CL:1000601,CL:0000548,ureteral cell,is a,animal cell
CL:1000606,CL:2000032,kidney nerve cell,is a,peripheral nervous system neuron
CL:1000606,CL:1000500,kidney nerve cell,is a,kidney interstitial cell
CL:1000612,CL:0002584,kidney corpuscule cell,is a,renal cortical epithelial cell
CL:1000612,CL:1000449,kidney corpuscule cell,is a,epithelial cell of nephron
CL:1000615,CL:0002584,kidney cortex tubule cell,is a,renal cortical epithelial cell
CL:1000615,CL:1000449,kidney cortex tubule cell,is a,epithelial cell of nephron
CL:1000615,CL:1000507,kidney cortex tubule cell,is a,kidney tubule cell
CL:1000616,CL:1000504,kidney outer medulla cell,is a,kidney medulla cell
CL:1000617,CL:1000504,kidney inner medulla cell,is a,kidney medulla cell
CL:1000618,CL:0002681,juxtaglomerular complex cell,is a,kidney cortical cell
CL:1000681,CL:0002584,kidney cortex interstitial cell,is a,renal cortical epithelial cell
CL:1000681,CL:1000500,kidney cortex interstitial cell,is a,kidney interstitial cell
CL:1000682,CL:1000500,kidney medulla interstitial cell,is a,kidney interstitial cell
CL:1000682,CL:1000504,kidney medulla interstitial cell,is a,kidney medulla cell
CL:1000691,CL:0000186,kidney interstitial myofibroblast,is a,myofibroblast cell
CL:1000691,CL:1000500,kidney interstitial myofibroblast,is a,kidney interstitial cell
CL:1000692,CL:0000057,kidney interstitial fibroblast,is a,fibroblast
CL:1000692,CL:1000500,kidney interstitial fibroblast,is a,kidney interstitial cell
CL:1000693,CL:0000135,kidney interstitial fibrocyte,is a,fibrocyte
CL:1000693,CL:1000500,kidney interstitial fibrocyte,is a,kidney interstitial cell
CL:1000695,CL:0000890,kidney interstitial alternatively activated macrophage,is a,alternatively activated macrophage
CL:1000695,CL:1000500,kidney interstitial alternatively activated macrophage,is a,kidney interstitial cell
CL:1000696,CL:0000863,kidney interstitial inflammatory macrophage,is a,inflammatory macrophage
CL:1000696,CL:1000500,kidney interstitial inflammatory macrophage,is a,kidney interstitial cell
CL:1000697,CL:0000862,kidney interstitial suppressor macrophage,is a,suppressor macrophage
CL:1000697,CL:1000500,kidney interstitial suppressor macrophage,is a,kidney interstitial cell
CL:1000698,CL:0000864,kidney resident macrophage,is a,tissue-resident macrophage
CL:1000698,CL:1000500,kidney resident macrophage,is a,kidney interstitial cell
CL:1000699,CL:0001007,kidney resident dendritic cell,is a,interstitial dendritic cell
CL:1000699,CL:1000500,kidney resident dendritic cell,is a,kidney interstitial cell
CL:1000702,CL:0000192,kidney pelvis smooth muscle cell,is a,smooth muscle cell
CL:1000702,CL:1000505,kidney pelvis smooth muscle cell,is a,kidney pelvis cell
CL:1000703,CL:0002518,kidney pelvis urothelial cell,is a,kidney epithelial cell
CL:1000703,CL:0000731,kidney pelvis urothelial cell,is a,urothelial cell
CL:1000703,CL:1000505,kidney pelvis urothelial cell,is a,kidney pelvis cell
CL:1000706,CL:0000731,ureter urothelial cell,is a,urothelial cell
CL:1000706,CL:1000601,ureter urothelial cell,is a,ureteral cell
CL:1000708,CL:0000115,ureter adventitial cell,is a,endothelial cell
CL:1000708,CL:0002503,ureter adventitial cell,is a,adventitial cell
CL:1000708,CL:1000601,ureter adventitial cell,is a,ureteral cell
CL:1000714,CL:1001431,kidney cortex collecting duct principal cell,is a,kidney collecting duct principal cell
CL:1000714,CL:0002584,kidney cortex collecting duct principal cell,is a,renal cortical epithelial cell
CL:1000714,CL:1000549,kidney cortex collecting duct principal cell,is a,kidney cortex collecting duct epithelial cell
CL:1000715,CL:1001432,kidney cortex collecting duct intercalated cell,is a,kidney collecting duct intercalated cell
CL:1000715,CL:0002584,kidney cortex collecting duct intercalated cell,is a,renal cortical epithelial cell
CL:1000715,CL:1000549,kidney cortex collecting duct intercalated cell,is a,kidney cortex collecting duct epithelial cell
CL:1000716,CL:1001431,kidney outer medulla collecting duct principal cell,is a,kidney collecting duct principal cell
CL:1000716,CL:1000548,kidney outer medulla collecting duct principal cell,is a,kidney outer medulla collecting duct epithelial cell
CL:1000717,CL:1001432,kidney outer medulla collecting duct intercalated cell,is a,kidney collecting duct intercalated cell
CL:1000717,CL:1000548,kidney outer medulla collecting duct intercalated cell,is a,kidney outer medulla collecting duct epithelial cell
CL:1000718,CL:1001431,kidney inner medulla collecting duct principal cell,is a,kidney collecting duct principal cell
CL:1000718,CL:1000547,kidney inner medulla collecting duct principal cell,is a,kidney inner medulla collecting duct epithelial cell
CL:1000719,CL:1001432,kidney inner medulla collecting duct intercalated cell,is a,kidney collecting duct intercalated cell
CL:1000719,CL:1000547,kidney inner medulla collecting duct intercalated cell,is a,kidney inner medulla collecting duct epithelial cell
CL:1000720,CL:1001432,kidney papillary duct intercalated cell,is a,kidney collecting duct intercalated cell
CL:1000720,CL:1000550,kidney papillary duct intercalated cell,is a,kidney papillary duct principal epithelial cell
CL:1000721,CL:1001431,kidney papillary duct principal cell,is a,kidney collecting duct principal cell
CL:1000721,CL:1000550,kidney papillary duct principal cell,is a,kidney papillary duct principal epithelial cell
CL:1000742,CL:0000234,glomerular mesangial cell,is a,phagocyte
CL:1000742,CL:1001318,glomerular mesangial cell,is a,renal interstitial pericyte
CL:1000742,CL:0000650,glomerular mesangial cell,is a,mesangial cell
CL:1000742,CL:1000746,glomerular mesangial cell,is a,glomerular cell
CL:1000746,CL:1000612,glomerular cell,is a,kidney corpuscule cell
CL:1000768,CL:1000494,kidney connecting tubule epithelial cell,is a,nephron tubule epithelial cell
CL:1000768,CL:1000615,kidney connecting tubule epithelial cell,is a,kidney cortex tubule cell
CL:1000803,CL:1000682,kidney inner medulla interstitial cell,is a,kidney medulla interstitial cell
CL:1000803,CL:1000617,kidney inner medulla interstitial cell,is a,kidney inner medulla cell
CL:1000804,CL:1000616,kidney outer medulla interstitial cell,is a,kidney outer medulla cell
CL:1000804,CL:1000682,kidney outer medulla interstitial cell,is a,kidney medulla interstitial cell
